日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20201030,9006,京浜急行電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9007,小田急電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9008,京王電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9009,京成電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9020,東日本旅客鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流,2,TOPIX Large70
20201030,9021,西日本旅客鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流,2,TOPIX Large70
20201030,9022,東海旅客鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流,1,TOPIX Core30
20201030,9024,西武ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9031,西日本鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9041,近鉄グループホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9042,阪急阪神ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9044,南海電気鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9045,京阪ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9048,名古屋鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9062,日本通運,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9064,ヤマトホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9065,山九,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9072,ニッコンホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9076,セイノーホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9101,日本郵船,市場第一部（内国株）,5100,海運業,12,運輸・物流,4,TOPIX Mid400
20201030,9104,商船三井,市場第一部（内国株）,5100,海運業,12,運輸・物流,4,TOPIX Mid400
20201030,9142,九州旅客鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9143,ＳＧホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20201030,9201,日本航空,市場第一部（内国株）,5150,空運業,12,運輸・物流,4,TOPIX Mid400
20201030,9202,ＡＮＡホールディングス,市場第一部（内国株）,5150,空運業,12,運輸・物流,2,TOPIX Large70
20201030,9301,三菱倉庫,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,4,TOPIX Mid400
20201030,9364,上組,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流,4,TOPIX Mid400
20201030,9401,ＴＢＳホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9404,日本テレビホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9409,テレビ朝日ホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9432,日本電信電話,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,1,TOPIX Core30
20201030,9433,ＫＤＤＩ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,1,TOPIX Core30
20201030,9434,ソフトバンク,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,2,TOPIX Large70
20201030,9435,光通信,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9437,ＮＴＴドコモ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,1,TOPIX Core30
20201030,9449,ＧＭＯインターネット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9501,東京電力ホールディングス,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9502,中部電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,2,TOPIX Large70
20201030,9503,関西電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,2,TOPIX Large70
20201030,9504,中国電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9505,北陸電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9506,東北電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9507,四国電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9508,九州電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9509,北海道電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9513,電源開発,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9531,東京瓦斯,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,2,TOPIX Large70
20201030,9532,大阪瓦斯,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9533,東邦瓦斯,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス,4,TOPIX Mid400
20201030,9601,松竹,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9602,東宝,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9613,エヌ・ティ・ティ・データ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9627,アインホールディングス,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,9684,スクウェア・エニックス・ホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9697,カプコン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9706,日本空港ビルデング,市場第一部（内国株）,8050,不動産業,17,不動産,4,TOPIX Mid400
20201030,9719,ＳＣＳＫ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9735,セコム,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,2,TOPIX Large70
20201030,9744,メイテック,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9766,コナミホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9783,ベネッセホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20201030,9831,ヤマダホールディングス,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,9832,オートバックスセブン,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,9843,ニトリホールディングス,市場第一部（内国株）,6100,小売業,14,小売,2,TOPIX Large70
20201030,9861,吉野家ホールディングス,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
20201030,9962,ミスミグループ本社,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,9983,ファーストリテイリング,市場第一部（内国株）,6100,小売業,14,小売,2,TOPIX Large70
20201030,9984,ソフトバンクグループ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,1,TOPIX Core30
20201030,9987,スズケン,市場第一部（内国株）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20201030,9989,サンドラッグ,市場第一部（内国株）,6100,小売業,14,小売,4,TOPIX Mid400
